fecha,ccaa,Casos totales,Casos diag día previo,Casos diag ultimos 14 días: n,Casos diag ultimos 14 días: IA,Casos diag ultimos 7 días: n,Casos diag ultimos 7 días: IA,Casos diag fecha sintomas 14 días:n,Casos diag fecha sintomas 14 días:IA,Casos diag fecha sintomas 7 días:n,Casos diag fecha sintomas 7 días:IA
2020-12-31,Melilla,4.540 ,26 ,196 ,"226,62 ",98 ,"113,31 ",78 ,"90,19 ",35 ,"40,47 "
2020-12-31,Murcia,60.316 ,206 ,2.947 ,"197,27 ",1.591 ,"106,50 ",1.771 ,"118,55 ",874 ,"58,50 "
2020-12-31,Navarra,42.494 ,139 ,1.285 ,"196,42 ",707 ,"108,07 ",760 ,"116,17 ",357 ,"54,57 "
2020-12-31,País Vasco,110.821 ,428 ,4.589 ,"207,86 ",2.152 ,"97,47 ",49 ,"2,22 ",5 ,"0,23 "
2020-12-31,La Rioja,18.426 ,175 ,939 ,"296,40 ",510 ,"160,99 ",474 ,"149,62 ",203 ,"64,08 "
2021-01-04,Andalucía,267.764 ,244 ,12.008 ,"142,71 ",6.298 ,"74,85 ",2.863 ,"34,03 ",792 ,"9,41 "
2021-01-04,Aragón,80.976 ,217 ,3.396 ,"257,41 ",2.124 ,"161,00 ",1.948 ,"147,66 ",803 ,"60,87 "
2021-01-04,Asturias,27.559 ,135 ,1.245 ,"121,72 ",717 ,"70,10 ",113 ,"11,05 ",55 ,"5,38 "
2021-01-04,Baleares,37.434 ,165 ,6.091 ,"529,90 ",3.039 ,"264,39 ",3.748 ,"326,07 ",1.412 ,"122,84 "
2021-01-04,Canarias,27.888 ,153 ,2.733 ,"126,92 ",1.522 ,"70,68 ",1.206 ,"56,00 ",435 ,"20,20 "
2021-01-04,Cantabria,18.331 ,86 ,1.124 ,"193,43 ",664 ,"114,27 ",586 ,"100,85 ",241 ,"41,47 "
2021-01-04,Castilla La Mancha,103.019 ,84 ,7.241 ,"356,20 ",3.787 ,"186,29 ",3.531 ,"173,70 ",1.197 ,"58,88 "
2021-01-04,Castilla y León,134.165 ,370 ,4.376 ,"182,37 ",2.891 ,"120,48 ",2.508 ,"104,52 ",1.382 ,"57,59 "
2021-01-04,Cataluña,360.871 ,836 ,25.896 ,"337,40 ",12.754 ,"166,17 ",8.262 ,"107,65 ",1.808 ,"23,56 "
2021-01-04,Ceuta,3.134 ,14 ,161 ,"189,91 ",114 ,"134,47 ",108 ,"127,39 ",61 ,"71,95 "
2021-01-04,C. Valenciana,151.903 ,2 ,16.143 ,"322,62 ",5.260 ,"105,12 ",5.126 ,"102,44 ",840 ,"16,79 "
2021-01-04,Extremadura,39.305 ,504 ,6.449 ,"604,00 ",4.111 ,"385,03 ",1.986 ,"186,01 ",793 ,"74,27 "
2021-01-04,Galicia,62.843 ,413 ,5.439 ,"201,48 ",3.038 ,"112,54 ",2.521 ,"93,39 ",1.040 ,"38,53 "
2021-01-04,Madrid,403.618 ,695 ,25.011 ,"375,35 ",14.076 ,"211,24 ",7.372 ,"110,63 ",1.904 ,"28,57 "
2021-01-04,Melilla,4.599 ,20 ,218 ,"252,06 ",138 ,"159,56 ",98 ,"113,31 ",50 ,"57,81 "
2021-01-04,Murcia,61.530 ,9 ,3.556 ,"238,03 ",2.187 ,"146,40 ",2.272 ,"152,09 ",947 ,"63,39 "
2021-01-04,Navarra,42.904 ,88 ,1.404 ,"214,61 ",799 ,"122,13 ",847 ,"129,47 ",385 ,"58,85 "
2021-01-04,País Vasco,112.222 ,301 ,4.478 ,"202,83 ",2.372 ,"107,44 ",14 ,"0,63 ",2 ,"0,09 "
2021-01-04,La Rioja,18.779 ,84 ,1.048 ,"330,81 ",681 ,"214,96 ",580 ,"183,08 ",254 ,"80,18 "
2021-01-05,Andalucía,269.693 ,360 ,13.019 ,"154,73 ",7.066 ,"83,98 ",4.749 ,"56,44 ",1.330 ,"15,81 "
2021-01-05,Aragón,81.298 ,314 ,3.552 ,"269,24 ",2.157 ,"163,50 ",2.041 ,"154,70 ",771 ,"58,44 "
2021-01-05,Asturias,27.689 ,135 ,1.298 ,"126,91 ",774 ,"75,67 ",116 ,"11,34 ",47 ,"4,60 "
2021-01-05,Baleares,37.934 ,249 ,6.101 ,"530,77 ",3.021 ,"262,82 ",3.684 ,"320,50 ",1.399 ,"121,71 "
2021-01-05,Canarias,28.121 ,197 ,2.815 ,"130,72 ",1.501 ,"69,70 ",1.314 ,"61,02 ",465 ,"21,59 "
2021-01-05,Cantabria,18.477 ,123 ,1.208 ,"207,89 ",746 ,"128,38 ",630 ,"108,42 ",236 ,"40,61 "
2021-01-05,Castilla La Mancha,104.102 ,105 ,7.779 ,"382,66 ",4.133 ,"203,31 ",3.769 ,"185,40 ",1.255 ,"61,74 "
2021-01-05,Castilla y León,135.366 ,767 ,5.351 ,"223,00 ",3.750 ,"156,28 ",3.083 ,"128,48 ",1.786 ,"74,43 "
2021-01-05,Cataluña,367.906 ,3.029 ,28.648 ,"373,25 ",13.952 ,"181,78 ",8.637 ,"112,53 ",1.986 ,"25,88 "
2021-01-05,Ceuta,3.163 ,29 ,186 ,"219,40 ",129 ,"152,16 ",129 ,"152,16 ",69 ,"81,39 "
2021-01-05,C. Valenciana,155.822 ,123 ,18.204 ,"363,81 ",7.124 ,"142,37 ",5.942 ,"118,75 ",1.210 ,"24,18 "
2021-01-05,Extremadura,40.052 ,654 ,6.818 ,"638,56 ",4.341 ,"406,57 ",2.149 ,"201,27 ",757 ,"70,90 "
2021-01-05,Galicia,63.292 ,437 ,5.654 ,"209,45 ",3.104 ,"114,98 ",2.557 ,"94,72 ",941 ,"34,86 "
2021-01-05,Madrid,408.040 ,3.577 ,27.163 ,"407,65 ",15.182 ,"227,84 ",7.373 ,"110,65 ",1.692 ,"25,39 "
2021-01-05,Melilla,4.640 ,35 ,237 ,"274,03 ",144 ,"166,50 ",122 ,"141,06 ",64 ,"74,00 "
2021-01-05,Murcia,62.280 ,160 ,4.098 ,"274,32 ",2.562 ,"171,50 ",2.687 ,"179,87 ",1.166 ,"78,05 "
2021-01-05,Navarra,43.061 ,147 ,1.481 ,"226,38 ",846 ,"129,32 ",897 ,"137,11 ",386 ,"59,00 "
2021-01-05,País Vasco,112.753 ,361 ,4.624 ,"209,44 ",2.492 ,"112,87 ",17 ,"0,77 ",3 ,"0,14 "
2021-01-05,La Rioja,18.855 ,75 ,1.097 ,"346,28 ",721 ,"227,59 ",601 ,"189,71 ",216 ,"68,18 "
2021-01-07,Andalucía,274.817 ,626 ,15.698 ,"186,56 ",8.987 ,"106,81 ",4.826 ,"57,36 ",1.346 ,"16,00 "
2021-01-07,Aragón,81.706 ,408 ,3.593 ,"272,34 ",1.688 ,"127,95 ",2.134 ,"161,75 ",858 ,"65,03 "
2021-01-07,Asturias,28.045 ,177 ,1.458 ,"142,55 ",860 ,"84,08 ",142 ,"13,88 ",58 ,"5,67 "
2021-01-07,Baleares,39.030 ,180 ,6.084 ,"529,29 ",2.951 ,"256,73 ",3.892 ,"338,59 ",1.890 ,"164,43 "
2021-01-07,Canarias,28.590 ,232 ,2.842 ,"131,98 ",1.462 ,"67,89 ",1.391 ,"64,60 ",503 ,"23,36 "
2021-01-07,Cantabria,18.765 ,141 ,1.362 ,"234,39 ",817 ,"140,60 ",721 ,"124,08 ",296 ,"50,94 "
2021-01-07,Castilla La Mancha,105.977 ,162 ,8.083 ,"397,62 ",3.873 ,"190,52 ",4.185 ,"205,87 ",1.246 ,"61,29 "
2021-01-07,Castilla y León,137.410 ,649 ,6.771 ,"282,18 ",4.715 ,"196,50 ",4.063 ,"169,32 ",2.399 ,"99,98 "
2021-01-07,Cataluña,380.406 ,794 ,31.581 ,"411,47 ",14.278 ,"186,03 ",10.162 ,"132,40 ",3.600 ,"46,90 "
2021-01-07,Ceuta,3.202 ,10 ,211 ,"248,89 ",130 ,"153,34 ",154 ,"181,65 ",74 ,"87,29 "
2021-01-07,C. Valenciana,159.615 ,1 ,17.200 ,"343,74 ",6.418 ,"128,26 ",5.926 ,"118,43 ",1.100 ,"21,98 "
2021-01-07,Extremadura,41.847 ,631 ,7.651 ,"716,58 ",4.484 ,"419,96 ",2.386 ,"223,47 ",835 ,"78,20 "
2021-01-07,Galicia,64.751 ,753 ,6.239 ,"231,12 ",3.573 ,"132,36 ",2.873 ,"106,43 ",1.108 ,"41,04 "
2021-01-07,Madrid,416.724 ,1.045 ,30.131 ,"452,19 ",15.315 ,"229,84 ",7.142 ,"107,18 ",1.576 ,"23,65 "
2021-01-07,Melilla,4.706 ,9 ,264 ,"305,25 ",162 ,"187,31 ",147 ,"169,97 ",79 ,"91,34 "
2021-01-07,Murcia,62.950 ,4 ,4.210 ,"281,81 ",2.191 ,"146,66 ",3.001 ,"200,88 ",1.163 ,"77,85 "
2021-01-07,Navarra,43.361 ,139 ,1.578 ,"241,21 ",863 ,"131,91 ",964 ,"147,35 ",399 ,"60,99 "
2021-01-07,País Vasco,113.863 ,433 ,4.782 ,"216,60 ",2.539 ,"115,00 ",14 ,"0,63 ",3 ,"0,14 "
2021-01-07,La Rioja,19.139 ,104 ,1.222 ,"385,73 ",705 ,"222,54 ",709 ,"223,80 ",255 ,"80,49 "
2021-01-08,Andalucía,276.669 ,385 ,16.621 ,"197,53 ",9.331 ,"110,90 ",5.109 ,"60,72 ",1.494 ,"17,76 "
2021-01-08,Aragón,82.696 ,436 ,4.247 ,"321,92 ",2.337 ,"177,14 ",2.485 ,"188,36 ",1.045 ,"79,21 "
2021-01-08,Asturias,28.196 ,148 ,1.549 ,"151,45 ",900 ,"87,99 ",148 ,"14,47 ",60 ,"5,87 "
2021-01-08,Baleares,39.586 ,317 ,6.282 ,"546,52 ",2.943 ,"256,03 ",4.002 ,"348,16 ",2.269 ,"197,40 "
2021-01-08,Canarias,28.827 ,190 ,2.873 ,"133,42 ",1.386 ,"64,36 ",1.453 ,"67,48 ",570 ,"26,47 "
2021-01-08,Cantabria,18.905 ,136 ,1.443 ,"248,33 ",915 ,"157,47 ",753 ,"129,59 ",328 ,"56,45 "
2021-01-08,Castilla La Mancha,107.656 ,228 ,9.219 ,"453,50 ",4.479 ,"220,33 ",4.980 ,"244,97 ",1.770 ,"87,07 "
2021-01-08,Castilla y León,138.681 ,1.020 ,7.824 ,"326,06 ",5.503 ,"229,33 ",4.828 ,"201,20 ",2.885 ,"120,23 "
2021-01-08,Cataluña,386.595 ,2.943 ,33.378 ,"434,88 ",16.304 ,"212,42 ",10.947 ,"142,63 ",4.139 ,"53,93 "
2021-01-08,Ceuta,3.225 ,22 ,233 ,"274,84 ",142 ,"167,50 ",162 ,"191,09 ",75 ,"88,47 "
2021-01-08,C. Valenciana,164.156 ,201 ,19.694 ,"393,58 ",8.456 ,"168,99 ",6.716 ,"134,22 ",1.447 ,"28,92 "
2021-01-08,Extremadura,43.028 ,1.101 ,8.531 ,"799,00 ",5.062 ,"474,10 ",2.618 ,"245,20 ",926 ,"86,73 "
2021-01-08,Galicia,65.479 ,709 ,6.563 ,"243,12 ",3.759 ,"139,25 ",3.178 ,"117,73 ",1.309 ,"48,49 "
2021-01-08,Madrid,421.295 ,3.659 ,33.826 ,"507,64 ",18.594 ,"279,05 ",7.375 ,"110,68 ",1.953 ,"29,31 "
2021-01-08,Melilla,4.728 ,17 ,282 ,"326,06 ",161 ,"186,16 ",159 ,"183,84 ",67 ,"77,47 "
2021-01-08,Murcia,63.380 ,33 ,4.390 ,"293,86 ",2.063 ,"138,10 ",3.228 ,"216,08 ",1.175 ,"78,65 "
2021-01-08,Navarra,43.542 ,182 ,1.657 ,"253,28 ",899 ,"137,42 ",1.043 ,"159,43 ",469 ,"71,69 "
2021-01-08,País Vasco,114.390 ,424 ,4.859 ,"220,09 ",2.564 ,"116,13 ",20 ,"0,91 ",8 ,"0,36 "
2021-01-08,La Rioja,19.326 ,176 ,1.345 ,"424,56 ",735 ,"232,01 ",778 ,"245,58 ",279 ,"88,07 "
2021-01-11,Andalucía,286.415 ,474 ,24.800 ,"294,74 ",16.020 ,"190,39 ",8.581 ,"101,98 ",2.967 ,"35,26 "
2021-01-11,Aragón,84.130 ,279 ,5.299 ,"401,66 ",3.174 ,"240,58 ",2.889 ,"218,98 ",1.243 ,"94,22 "
2021-01-11,Asturias,28.737 ,188 ,1.895 ,"185,28 ",1.173 ,"114,69 ",156 ,"15,25 ",67 ,"6,55 "
2021-01-11,Baleares,41.275 ,223 ,6.876 ,"598,19 ",3.548 ,"308,67 ",4.411 ,"383,75 ",1.894 ,"164,77 "
2021-01-11,Canarias,29.626 ,220 ,3.254 ,"151,11 ",1.690 ,"78,48 ",1.477 ,"68,59 ",541 ,"25,12 "
2021-01-11,Cantabria,19.291 ,118 ,1.624 ,"279,48 ",934 ,"160,74 ",867 ,"149,21 ",360 ,"61,95 "
2021-01-11,Castilla La Mancha,110.614 ,63 ,11.307 ,"556,21 ",5.880 ,"289,25 ",5.617 ,"276,31 ",1.869 ,"91,94 "
2021-01-11,Castilla y León,141.928 ,758 ,10.633 ,"443,13 ",6.851 ,"285,51 ",6.557 ,"273,26 ",3.418 ,"142,44 "
2021-01-11,Cataluña,400.552 ,996 ,40.218 ,"524,00 ",21.982 ,"286,40 ",12.223 ,"159,25 ",4.529 ,"59,01 "
2021-01-11,Ceuta,3.306 ,16 ,286 ,"337,36 ",171 ,"201,71 ",179 ,"211,14 ",72 ,"84,93 "
2021-01-11,C. Valenciana,174.172 ,192 ,25.863 ,"516,87 ",11.563 ,"231,09 ",8.806 ,"175,99 ",1.986 ,"39,69 "
2021-01-11,Extremadura,46.130 ,738 ,10.907 ,"1021,53 ",6.621 ,"620,11 ",3.111 ,"291,37 ",1.155 ,"108,18 "
2021-01-11,Galicia,67.842 ,777 ,8.033 ,"297,57 ",4.977 ,"184,37 ",3.877 ,"143,62 ",1.637 ,"60,64 "
2021-01-11,Madrid,429.181 ,378 ,39.688 ,"595,61 ",23.455 ,"352,00 ",5.999 ,"90,03 ",1.328 ,"19,93 "
2021-01-11,Melilla,4.809 ,19 ,348 ,"402,37 ",196 ,"226,62 ",193 ,"223,15 ",76 ,"87,87 "
2021-01-11,Murcia,63.835 ,1 ,4.477 ,"299,69 ",1.563 ,"104,63 ",2.937 ,"196,60 ",0 ,"0,00 "
2021-01-11,Navarra,44.001 ,133 ,1.900 ,"290,42 ",1.089 ,"166,46 ",1.124 ,"171,81 ",486 ,"74,29 "
2021-01-11,País Vasco,116.072 ,470 ,5.681 ,"257,32 ",3.188 ,"144,40 ",20 ,"0,91 ",2 ,"0,09 "
2021-01-11,La Rioja,19.866 ,119 ,1.767 ,"557,77 ",1.079 ,"340,60 ",888 ,"280,30 ",327 ,"103,22 "
2021-01-12,Andalucía,288.933 ,681 ,26.119 ,"310,41 ",16.307 ,"193,80 ",8.668 ,"103,02 ",2.754 ,"32,73 "
2021-01-12,Aragón,84.568 ,418 ,5.453 ,"413,33 ",3.286 ,"249,07 ",2.973 ,"225,35 ",1.233 ,"93,46 "
2021-01-12,Asturias,28.996 ,256 ,2.081 ,"203,46 ",1.295 ,"126,61 ",179 ,"17,50 ",94 ,"9,19 "
2021-01-12,Baleares,41.816 ,280 ,6.903 ,"600,54 ",3.503 ,"304,75 ",4.562 ,"396,88 ",1.766 ,"153,64 "
2021-01-12,Canarias,29.872 ,225 ,3.250 ,"150,92 ",1.708 ,"79,32 ",1.534 ,"71,24 ",564 ,"26,19 "
2021-01-12,Cantabria,19.499 ,207 ,1.768 ,"304,26 ",1.003 ,"172,61 ",853 ,"146,80 ",372 ,"64,02 "
2021-01-12,Castilla La Mancha,112.158 ,188 ,12.109 ,"595,66 ",6.362 ,"312,96 ",5.986 ,"294,46 ",1.934 ,"95,14 "
2021-01-12,Castilla y León,143.022 ,1.655 ,11.254 ,"469,00 ",7.745 ,"322,77 ",7.549 ,"314,60 ",4.225 ,"176,07 "
2021-01-12,Cataluña,406.325 ,3.441 ,40.214 ,"523,95 ",21.927 ,"285,69 ",12.388 ,"161,40 ",4.188 ,"54,57 "
2021-01-12,Ceuta,3.334 ,26 ,300 ,"353,87 ",170 ,"200,53 ",187 ,"220,58 ",77 ,"90,83 "
2021-01-12,C. Valenciana,178.863 ,171 ,28.309 ,"565,75 ",13.028 ,"260,36 ",9.448 ,"188,82 ",2.098 ,"41,93 "
2021-01-12,Extremadura,47.250 ,1.058 ,11.495 ,"1076,60 ",6.941 ,"650,08 ",3.109 ,"291,18 ",1.069 ,"100,12 "
2021-01-12,Galicia,68.633 ,747 ,8.442 ,"312,72 ",5.316 ,"196,93 ",4.113 ,"152,36 ",1.736 ,"64,31 "
2021-01-12,Madrid,434.103 ,3.665 ,41.414 ,"621,52 ",23.793 ,"357,07 ",5.424 ,"81,40 ",1.231 ,"18,47 "
2021-01-12,Melilla,4.862 ,49 ,364 ,"420,87 ",203 ,"234,72 ",220 ,"254,37 ",95 ,"109,84 "
2021-01-12,Murcia,63.911 ,3 ,4.176 ,"279,54 ",1.049 ,"70,22 ",2.642 ,"176,85 ",0 ,"0,00 "
2021-01-12,Navarra,44.189 ,162 ,1.975 ,"301,89 ",1.131 ,"172,88 ",1.146 ,"175,17 ",507 ,"77,50 "
2021-01-12,País Vasco,116.871 ,691 ,6.097 ,"276,16 ",3.520 ,"159,44 ",28 ,"1,27 ",7 ,"0,32 "
2021-01-12,La Rioja,20.015 ,137 ,1.879 ,"593,12 ",1.145 ,"361,43 ",916 ,"289,14 ",355 ,"112,06 "
2021-01-13,Andalucía,294.474 ,1.125 ,29.922 ,"355,61 ",18.451 ,"219,28 ",9.081 ,"107,92 ",2.754 ,"32,73 "
2021-01-13,Aragón,85.261 ,680 ,5.727 ,"434,10 ",3.383 ,"256,43 ",3.218 ,"243,92 ",1.302 ,"98,69 "
2021-01-13,Asturias,29.318 ,319 ,2.259 ,"220,86 ",1.449 ,"141,67 ",167 ,"16,33 ",82 ,"8,02 "
2021-01-13,Baleares,42.547 ,301 ,7.042 ,"612,64 ",3.579 ,"311,36 ",5.002 ,"435,16 ",1.941 ,"168,86 "
2021-01-13,Canarias,30.245 ,337 ,3.340 ,"155,10 ",1.831 ,"85,03 ",1.659 ,"77,04 ",667 ,"30,97 "
2021-01-13,Cantabria,19.627 ,127 ,1.784 ,"307,02 ",1.000 ,"172,09 ",916 ,"157,64 ",398 ,"68,49 "
2021-01-13,Castilla La Mancha,113.948 ,294 ,12.926 ,"635,85 ",6.386 ,"314,14 ",6.510 ,"320,24 ",2.061 ,"101,38 "
2021-01-13,Castilla y León,145.208 ,2.012 ,12.928 ,"538,77 ",8.781 ,"365,94 ",8.606 ,"358,65 ",4.765 ,"198,58 "
2021-01-13,Cataluña,413.332 ,2.897 ,40.468 ,"527,26 ",21.862 ,"284,84 ",13.225 ,"172,31 ",4.321 ,"56,30 "
2021-01-13,Ceuta,3.365 ,32 ,309 ,"364,49 ",170 ,"200,53 ",196 ,"231,19 ",79 ,"93,19 "
2021-01-13,C. Valenciana,183.671 ,144 ,30.517 ,"609,88 ",13.553 ,"270,86 ",10.133 ,"202,51 ",2.131 ,"42,59 "
2021-01-13,Extremadura,48.623 ,1.148 ,12.076 ,"1131,02 ",7.196 ,"673,97 ",3.266 ,"305,89 ",1.094 ,"102,46 "
2021-01-13,Galicia,69.816 ,1.141 ,9.193 ,"340,54 ",5.782 ,"214,19 ",4.410 ,"163,36 ",1.832 ,"67,86 "
2021-01-13,Madrid,438.535 ,3.829 ,41.819 ,"627,59 ",21.011 ,"315,32 ",5.621 ,"84,36 ",1.395 ,"20,94 "
2021-01-13,Melilla,4.922 ,51 ,407 ,"470,59 ",223 ,"257,84 ",252 ,"291,37 ",123 ,"142,22 "
2021-01-13,Murcia,70.880 ,495 ,10.657 ,"713,37 ",6.430 ,"430,42 ",6.966 ,"466,30 ",3.029 ,"202,76 "
2021-01-13,Navarra,44.394 ,195 ,2.049 ,"313,20 ",1.173 ,"179,30 ",1.195 ,"182,66 ",547 ,"83,61 "
2021-01-13,País Vasco,117.607 ,620 ,6.299 ,"285,31 ",3.677 ,"166,55 ",36 ,"1,63 ",11 ,"0,50 "
2021-01-13,La Rioja,20.316 ,286 ,2.059 ,"649,94 ",1.272 ,"401,52 ",998 ,"315,03 ",406 ,"128,16 "
2021-01-14,Andalucía,300.235 ,932 ,33.898 ,"402,86 ",22.269 ,"264,66 ",9.466 ,"112,50 ",2.948 ,"35,04 "
2021-01-14,Aragón,86.168 ,891 ,6.197 ,"469,72 ",3.916 ,"296,83 ",3.602 ,"273,03 ",1.571 ,"119,08 "
2021-01-14,Asturias,29.597 ,273 ,2.412 ,"235,82 ",1.549 ,"151,45 ",198 ,"19,36 ",113 ,"11,05 "
2021-01-14,Baleares,43.232 ,310 ,7.175 ,"624,21 ",3.934 ,"342,25 ",5.523 ,"480,49 ",2.174 ,"189,13 "
2021-01-14,Canarias,30.602 ,326 ,3.470 ,"161,14 ",1.941 ,"90,14 ",1.801 ,"83,64 ",755 ,"35,06 "
2021-01-14,Cantabria,19.809 ,181 ,1.861 ,"320,27 ",1.036 ,"178,29 ",966 ,"166,24 ",402 ,"69,18 "
2021-01-14,Castilla La Mancha,116.338 ,466 ,14.029 ,"690,11 ",7.653 ,"376,46 ",7.389 ,"363,48 ",2.508 ,"123,37 "
2021-01-14,Castilla y León,147.530 ,2.109 ,14.682 ,"611,87 ",10.409 ,"433,79 ",9.868 ,"411,24 ",5.511 ,"229,67 "
2021-01-14,Cataluña,419.486 ,2.288 ,40.866 ,"532,44 ",24.786 ,"322,94 ",14.172 ,"184,65 ",4.688 ,"61,08 "
2021-01-14,Ceuta,3.404 ,37 ,332 ,"391,62 ",200 ,"235,91 ",206 ,"242,99 ",83 ,"97,90 "
2021-01-14,C. Valenciana,189.877 ,234 ,33.419 ,"667,88 ",15.802 ,"315,80 ",11.660 ,"233,02 ",2.681 ,"53,58 "
2021-01-14,Extremadura,49.959 ,1.179 ,12.464 ,"1167,36 ",7.844 ,"734,66 ",3.461 ,"324,15 ",1.106 ,"103,59 "
2021-01-14,Galicia,71.067 ,1.183 ,9.880 ,"365,99 ",6.266 ,"232,12 ",4.795 ,"177,63 ",2.037 ,"75,46 "
2021-01-14,Madrid,443.790 ,4.633 ,42.386 ,"636,10 ",24.817 ,"372,44 ",6.296 ,"94,49 ",1.853 ,"27,81 "
2021-01-14,Melilla,5.005 ,53 ,462 ,"534,18 ",278 ,"321,44 ",289 ,"334,15 ",151 ,"174,59 "
2021-01-14,Murcia,72.154 ,377 ,11.373 ,"761,30 ",7.093 ,"474,80 ",7.551 ,"505,46 ",2.989 ,"200,08 "
2021-01-14,Navarra,44.607 ,213 ,2.119 ,"323,90 ",1.245 ,"190,30 ",1.247 ,"190,61 ",563 ,"86,06 "
2021-01-14,País Vasco,118.388 ,623 ,6.520 ,"295,32 ",3.883 ,"175,88 ",35 ,"1,59 ",10 ,"0,45 "
2021-01-14,La Rioja,20.719 ,368 ,2.279 ,"719,39 ",1.565 ,"494,01 ",1.172 ,"369,95 ",530 ,"167,30 "
2021-01-15,Andalucía,306.961 ,1.090 ,39.032 ,"463,88 ",25.843 ,"307,13 ",10.133 ,"120,43 ",3.365 ,"39,99 "
2021-01-15,Aragón,87.008 ,836 ,6.680 ,"506,33 ",4.292 ,"325,33 ",3.883 ,"294,32 ",1.707 ,"129,39 "
2021-01-15,Asturias,29.913 ,328 ,2.631 ,"257,24 ",1.731 ,"169,24 ",221 ,"21,61 ",131 ,"12,81 "
2021-01-15,Baleares,43.947 ,311 ,7.326 ,"637,34 ",3.903 ,"339,55 ",6.153 ,"535,29 ",2.346 ,"204,10 "
2021-01-15,Canarias,30.972 ,348 ,3.529 ,"163,88 ",2.072 ,"96,22 ",1.941 ,"90,14 ",862 ,"40,03 "
2021-01-15,Cantabria,19.945 ,136 ,1.955 ,"336,44 ",1.031 ,"177,43 ",1.015 ,"174,68 ",381 ,"65,57 "
2021-01-15,Castilla La Mancha,119.183 ,552 ,15.866 ,"780,48 ",8.751 ,"430,48 ",8.635 ,"424,77 ",2.953 ,"145,26 "
2021-01-15,Castilla y León,150.012 ,2.310 ,16.704 ,"696,13 ",11.762 ,"490,18 ",11.233 ,"468,13 ",6.236 ,"259,88 "
2021-01-15,Cataluña,426.130 ,2.192 ,43.058 ,"561,00 ",24.974 ,"325,38 ",14.807 ,"192,92 ",4.758 ,"61,99 "
2021-01-15,Ceuta,3.424 ,20 ,341 ,"402,23 ",197 ,"232,37 ",208 ,"245,35 ",80 ,"94,37 "
2021-01-15,C. Valenciana,197.372 ,370 ,38.035 ,"760,13 ",18.662 ,"372,96 ",13.571 ,"271,22 ",3.427 ,"68,49 "
2021-01-15,Extremadura,51.108 ,987 ,13.034 ,"1220,74 ",7.744 ,"725,29 ",3.604 ,"337,54 ",1.075 ,"100,68 "
2021-01-15,Galicia,72.332 ,1.202 ,10.601 ,"392,70 ",6.797 ,"251,79 ",5.244 ,"194,26 ",2.231 ,"82,64 "
2021-01-15,Madrid,449.237 ,4.604 ,46.555 ,"698,67 ",25.752 ,"386,47 ",7.158 ,"107,42 ",2.424 ,"36,38 "
2021-01-15,Melilla,5.053 ,43 ,487 ,"563,09 ",299 ,"345,72 ",297 ,"343,40 ",156 ,"180,37 "
2021-01-15,Murcia,74.623 ,654 ,13.285 ,"889,28 ",8.121 ,"543,61 ",8.949 ,"599,04 ",3.682 ,"246,47 "
2021-01-15,Navarra,44.849 ,228 ,2.215 ,"338,57 ",1.298 ,"198,41 ",1.371 ,"209,56 ",649 ,"99,20 "
2021-01-15,País Vasco,119.161 ,631 ,6.775 ,"306,87 ",4.116 ,"186,43 ",54 ,"2,45 ",15 ,"0,68 "
2021-01-15,La Rioja,20.934 ,197 ,2.340 ,"738,64 ",1.597 ,"504,11 ",1.317 ,"415,72 ",613 ,"193,50 "
2021-01-18,Andalucía,323.655 ,657 ,52.823 ,"627,78 ",33.008 ,"392,29 ",15.790 ,"187,66 ",4.029 ,"47,88 "
2021-01-18,Aragón,89.041 ,404 ,8.117 ,"615,25 ",4.910 ,"372,17 ",4.472 ,"338,97 ",1.809 ,"137,12 "
2021-01-18,Asturias,30.804 ,272 ,3.254 ,"318,15 ",2.078 ,"203,17 ",258 ,"25,22 ",134 ,"13,10 "
2021-01-18,Baleares,45.533 ,163 ,7.822 ,"680,49 ",3.878 ,"337,38 ",5.908 ,"513,98 ",2.201 ,"191,48 "
2021-01-18,Canarias,31.699 ,162 ,3.758 ,"174,52 ",2.001 ,"92,92 ",1.975 ,"91,72 ",747 ,"34,69 "
2021-01-18,Cantabria,20.401 ,125 ,2.043 ,"351,59 ",1.107 ,"190,51 ",1.084 ,"186,55 ",374 ,"64,36 "
2021-01-18,Castilla La Mancha,125.393 ,105 ,20.468 ,"1006,86 ",11.070 ,"544,55 ",10.223 ,"502,89 ",3.098 ,"152,40 "
2021-01-18,Castilla y León,156.306 ,1.552 ,21.855 ,"910,80 ",14.761 ,"615,16 ",13.160 ,"548,44 ",6.362 ,"265,13 "
2021-01-18,Cataluña,439.154 ,816 ,48.446 ,"631,20 ",25.335 ,"330,09 ",15.200 ,"198,04 ",4.299 ,"56,01 "
2021-01-18,Ceuta,3.491 ,17 ,355 ,"418,75 ",182 ,"214,68 ",201 ,"237,09 ",77 ,"90,83 "
2021-01-18,C. Valenciana,210.451 ,56 ,44.840 ,"896,12 ",19.963 ,"398,96 ",13.695 ,"273,69 ",2.648 ,"52,92 "
2021-01-18,Extremadura,54.396 ,724 ,14.773 ,"1383,62 ",8.014 ,"750,58 ",3.853 ,"360,87 ",981 ,"91,88 "
2021-01-18,Galicia,75.936 ,949 ,13.071 ,"484,20 ",8.033 ,"297,57 ",6.351 ,"235,27 ",2.573 ,"95,31 "
