fecha,ccaa,Casos totales,Casos diag día previo,Casos diag ultimos 14 días: n,Casos diag ultimos 14 días: IA,Casos diag ultimos 7 días: n,Casos diag ultimos 7 días: IA,Casos diag fecha sintomas 14 días:n,Casos diag fecha sintomas 14 días:IA,Casos diag fecha sintomas 7 días:n,Casos diag fecha sintomas 7 días:IA
2020-09-18,Baleares,12.059 ,77 ,1.695 ,"147,46 ",720 ,"62,64 ",773 ,"67,25 ",297 ,"25,84 "
2020-09-18,Canarias,11.479 ,154 ,3.121 ,"144,93 ",1.323 ,"61,44 ",988 ,"45,88 ",290 ,"13,47 "
2020-09-18,Cantabria,6.058 ,53 ,1.493 ,"256,94 ",686 ,"118,06 ",166 ,"28,57 ",30 ,"5,16 "
2020-09-18,Castilla La Mancha,34.835 ,256 ,7.618 ,"374,74 ",3.515 ,"172,91 ",2.787 ,"137,10 ",740 ,"36,40 "
2020-09-18,Castilla y León,38.872 ,78 ,7.648 ,"318,73 ",3.507 ,"146,15 ",2.194 ,"91,43 ",755 ,"31,46 "
2020-09-18,Cataluña,128.901 ,183 ,12.294 ,"160,18 ",5.040 ,"65,67 ",4.056 ,"52,85 ",976 ,"12,72 "
2020-09-18,Ceuta,441 ,10 ,131 ,"154,52 ",65 ,"76,67 ",59 ,"69,59 ",21 ,"24,77 "
2020-09-18,C. Valenciana,34.370 ,75 ,5.923 ,"118,37 ",2.207 ,"44,11 ",2.090 ,"41,77 ",398 ,"7,95 "
2020-09-18,Extremadura,8.166 ,266 ,2.539 ,"237,80 ",1.469 ,"137,58 ",601 ,"56,29 ",237 ,"22,20 "
2020-09-18,Galicia,18.593 ,45 ,3.012 ,"111,58 ",1.318 ,"48,82 ",766 ,"28,38 ",224 ,"8,30 "
2020-09-18,Madrid,187.045 ,1.553 ,45.482 ,"682,57 ",21.500 ,"322,66 ",4.745 ,"71,21 ",1.098 ,"16,48 "
2020-09-18,Melilla,664 ,4 ,252 ,"291,37 ",88 ,"101,75 ",63 ,"72,84 ",10 ,"11,56 "
2020-09-18,Murcia,13.371 ,136 ,4.883 ,"326,86 ",2.419 ,"161,93 ",2.014 ,"134,82 ",537 ,"35,95 "
2020-09-18,Navarra,14.205 ,260 ,3.655 ,"558,69 ",1.968 ,"300,82 ",1.714 ,"261,99 ",519 ,"79,33 "
2020-09-18,País Vasco,39.430 ,490 ,7.350 ,"332,91 ",3.244 ,"146,94 ",101 ,"4,57 ",20 ,"0,91 "
2020-09-18,La Rioja,7.333 ,115 ,1.331 ,"420,14 ",799 ,"252,21 ",514 ,"162,25 ",166 ,"52,40 "
2020-09-21,Andalucía,50.600 ,247 ,11.825 ,"140,54 ",5.143 ,"61,12 ",3.137 ,"37,28 ",787 ,"9,35 "
2020-09-21,Aragón,33.427 ,266 ,5.034 ,"381,57 ",2.463 ,"186,69 ",1.915 ,"145,15 ",516 ,"39,11 "
2020-09-21,Asturias,4.627 ,58 ,951 ,"92,98 ",584 ,"57,10 ",107 ,"10,46 ",19 ,"1,86 "
2020-09-21,Baleares,12.636 ,21 ,1.887 ,"164,16 ",1.047 ,"91,09 ",948 ,"82,47 ",356 ,"30,97 "
2020-09-21,Canarias,12.027 ,116 ,2.805 ,"130,26 ",1.139 ,"52,89 ",975 ,"45,28 ",328 ,"15,23 "
2020-09-21,Cantabria,6.315 ,67 ,1.392 ,"239,55 ",532 ,"91,55 ",153 ,"26,33 ",44 ,"7,57 "
2020-09-21,Castilla La Mancha,36.380 ,47 ,7.458 ,"366,87 ",3.137 ,"154,31 ",2.634 ,"129,57 ",547 ,"26,91 "
2020-09-21,Castilla y León,41.019 ,34 ,8.097 ,"337,44 ",4.017 ,"167,41 ",2.307 ,"96,14 ",687 ,"28,63 "
2020-09-21,Cataluña,132.024 ,127 ,12.977 ,"169,08 ",6.614 ,"86,17 ",4.163 ,"54,24 ",1.223 ,"15,93 "
2020-09-21,Ceuta,473 ,12 ,132 ,"155,70 ",60 ,"70,77 ",64 ,"75,49 ",22 ,"25,95 "
2020-09-21,C. Valenciana,35.249 ,0 ,5.260 ,"105,12 ",1.645 ,"32,88 ",1.722 ,"34,41 ",256 ,"5,12 "
2020-09-21,Extremadura,8.959 ,179 ,2.911 ,"272,64 ",1.704 ,"159,59 ",658 ,"61,63 ",245 ,"22,95 "
2020-09-21,Galicia,19.428 ,104 ,3.210 ,"118,91 ",1.473 ,"54,57 ",744 ,"27,56 ",214 ,"7,93 "
2020-09-21,Madrid,199.036 ,794 ,49.725 ,"746,24 ",23.575 ,"353,80 ",13.500 ,"202,60 ",2.722 ,"40,85 "
2020-09-21,Melilla,734 ,18 ,274 ,"316,81 ",94 ,"108,69 ",84 ,"97,12 ",23 ,"26,59 "
2020-09-21,Murcia,14.946 ,5 ,5.479 ,"366,76 ",2.594 ,"173,64 ",2.128 ,"142,45 ",594 ,"39,76 "
2020-09-21,Navarra,15.080 ,362 ,3.963 ,"605,77 ",1.974 ,"301,74 ",1.865 ,"285,07 ",534 ,"81,62 "
2020-09-21,País Vasco,40.776 ,368 ,6.868 ,"311,08 ",3.133 ,"141,91 ",82 ,"3,71 ",11 ,"0,50 "
2020-09-21,La Rioja,7.732 ,132 ,1.474 ,"465,28 ",820 ,"258,84 ",581 ,"183,40 ",173 ,"54,61 "
2020-09-22,Andalucía,52.175 ,335 ,12.455 ,"148,02 ",5.721 ,"67,99 ",3.222 ,"38,29 ",795 ,"9,45 "
2020-09-22,Aragón,33.742 ,308 ,5.120 ,"388,09 ",2.543 ,"192,76 ",1.776 ,"134,62 ",418 ,"31,68 "
2020-09-22,Asturias,4.695 ,68 ,1.005 ,"98,26 ",599 ,"58,56 ",88 ,"8,60 ",19 ,"1,86 "
2020-09-22,Baleares,12.849 ,28 ,1.936 ,"168,43 ",1.080 ,"93,96 ",990 ,"86,13 ",327 ,"28,45 "
2020-09-22,Canarias,12.193 ,161 ,2.783 ,"129,24 ",1.191 ,"55,31 ",929 ,"43,14 ",287 ,"13,33 "
2020-09-22,Cantabria,6.366 ,51 ,1.363 ,"234,56 ",505 ,"86,91 ",135 ,"23,23 ",43 ,"7,40 "
2020-09-22,Castilla La Mancha,37.162 ,62 ,7.798 ,"383,60 ",3.442 ,"169,32 ",2.721 ,"133,85 ",574 ,"28,24 "
2020-09-22,Castilla y León,41.743 ,10 ,8.446 ,"351,98 ",4.357 ,"181,58 ",2.457 ,"102,39 ",723 ,"30,13 "
2020-09-22,Cataluña,132.700 ,125 ,12.638 ,"164,66 ",6.235 ,"81,24 ",4.097 ,"53,38 ",1.138 ,"14,83 "
2020-09-22,Ceuta,482 ,9 ,140 ,"165,14 ",62 ,"73,13 ",66 ,"77,85 ",21 ,"24,77 "
2020-09-22,C. Valenciana,36.139 ,27 ,5.755 ,"115,01 ",2.071 ,"41,39 ",1.877 ,"37,51 ",396 ,"7,91 "
2020-09-22,Extremadura,9.149 ,178 ,2.999 ,"280,88 ",1.684 ,"157,72 ",665 ,"62,28 ",244 ,"22,85 "
2020-09-22,Galicia,19.621 ,73 ,3.087 ,"114,35 ",1.488 ,"55,12 ",737 ,"27,30 ",221 ,"8,19 "
2020-09-22,Madrid,202.688 ,953 ,51.467 ,"772,38 ",24.649 ,"369,92 ",12.407 ,"186,20 ",1.747 ,"26,22 "
2020-09-22,Melilla,758 ,16 ,286 ,"330,69 ",103 ,"119,09 ",87 ,"100,59 ",18 ,"20,81 "
2020-09-22,Murcia,15.457 ,56 ,5.716 ,"382,62 ",2.559 ,"171,30 ",2.132 ,"142,71 ",545 ,"36,48 "
2020-09-22,Navarra,15.453 ,348 ,4.074 ,"622,73 ",2.033 ,"310,75 ",1.851 ,"282,93 ",515 ,"78,72 "
2020-09-22,País Vasco,41.133 ,291 ,6.810 ,"308,46 ",3.173 ,"143,72 ",65 ,"2,94 ",16 ,"0,72 "
2020-09-22,La Rioja,7.762 ,26 ,1.408 ,"444,45 ",777 ,"245,27 ",544 ,"171,72 ",139 ,"43,88 "
2020-09-23,Andalucía,53.725 ,431 ,12.971 ,"154,16 ",6.076 ,"72,21 ",3.304 ,"39,27 ",827 ,"9,83 "
2020-09-23,Aragón,34.005 ,258 ,5.087 ,"385,59 ",2.482 ,"188,13 ",1.627 ,"123,32 ",317 ,"24,03 "
2020-09-23,Asturias,4.772 ,80 ,1.018 ,"99,53 ",606 ,"59,25 ",84 ,"8,21 ",14 ,"1,37 "
2020-09-23,Baleares,12.989 ,55 ,1.914 ,"166,51 ",986 ,"85,78 ",990 ,"86,13 ",289 ,"25,14 "
2020-09-23,Canarias,12.350 ,142 ,2.718 ,"126,22 ",1.165 ,"54,10 ",943 ,"43,79 ",284 ,"13,19 "
2020-09-23,Cantabria,6.433 ,67 ,1.321 ,"227,34 ",487 ,"83,81 ",131 ,"22,54 ",43 ,"7,40 "
2020-09-23,Castilla La Mancha,38.035 ,138 ,8.097 ,"398,31 ",3.554 ,"174,83 ",2.853 ,"140,34 ",584 ,"28,73 "
2020-09-23,Castilla y León,42.378 ,17 ,8.414 ,"350,65 ",4.143 ,"172,66 ",2.562 ,"106,77 ",672 ,"28,01 "
2020-09-23,Cataluña,133.751 ,146 ,12.439 ,"162,07 ",5.839 ,"76,08 ",4.331 ,"56,43 ",1.238 ,"16,13 "
2020-09-23,Ceuta,503 ,18 ,141 ,"166,32 ",76 ,"89,65 ",74 ,"87,29 ",28 ,"33,03 "
2020-09-23,C. Valenciana,36.796 ,66 ,5.733 ,"114,57 ",2.170 ,"43,37 ",2.018 ,"40,33 ",455 ,"9,09 "
2020-09-23,Extremadura,9.370 ,210 ,3.089 ,"289,31 ",1.670 ,"156,41 ",702 ,"65,75 ",253 ,"23,70 "
2020-09-23,Galicia,19.930 ,178 ,3.144 ,"116,47 ",1.555 ,"57,60 ",762 ,"28,23 ",247 ,"9,15 "
2020-09-23,Madrid,206.418 ,1.290 ,50.307 ,"754,98 ",22.028 ,"330,58 ",11.494 ,"172,49 ",1.401 ,"21,03 "
2020-09-23,Melilla,795 ,25 ,291 ,"336,47 ",138 ,"159,56 ",98 ,"113,31 ",17 ,"19,66 "
2020-09-23,Murcia,16.040 ,142 ,5.924 ,"396,55 ",2.654 ,"177,66 ",2.238 ,"149,81 ",576 ,"38,56 "
2020-09-23,Navarra,15.884 ,421 ,4.304 ,"657,89 ",2.166 ,"331,08 ",1.917 ,"293,02 ",555 ,"84,83 "
2020-09-23,País Vasco,41.531 ,375 ,6.531 ,"295,82 ",3.106 ,"140,68 ",63 ,"2,85 ",10 ,"0,45 "
2020-09-23,La Rioja,7.851 ,84 ,1.458 ,"460,23 ",794 ,"250,63 ",555 ,"175,19 ",124 ,"39,14 "
2020-09-24,Andalucía,53.725 ,- ,11.746 ,"139,60 ",4.850 ,"57,64 ",2.904 ,"34,51 ",555 ,"6,60 "
2020-09-24,Aragón,34.274 ,246 ,4.964 ,"376,26 ",2.402 ,"182,07 ",1.873 ,"141,97 ",435 ,"32,97 "
2020-09-24,Asturias,4.874 ,100 ,1.095 ,"107,06 ",628 ,"61,40 ",82 ,"8,02 ",11 ,"1,08 "
2020-09-24,Baleares,13.154 ,58 ,1.905 ,"165,73 ",875 ,"76,12 ",1.012 ,"88,04 ",275 ,"23,92 "
2020-09-24,Canarias,12.487 ,121 ,2.586 ,"120,09 ",1.148 ,"53,31 ",922 ,"42,82 ",282 ,"13,10 "
2020-09-24,Cantabria,6.499 ,66 ,1.215 ,"209,09 ",431 ,"74,17 ",133 ,"22,89 ",38 ,"6,54 "
2020-09-24,Castilla La Mancha,39.068 ,199 ,8.472 ,"416,75 ",3.748 ,"184,37 ",3.036 ,"149,35 ",632 ,"31,09 "
2020-09-24,Castilla y León,43.285 ,102 ,8.753 ,"364,78 ",4.144 ,"172,70 ",2.658 ,"110,77 ",666 ,"27,76 "
2020-09-24,Cataluña,134.825 ,131 ,12.312 ,"160,41 ",5.611 ,"73,11 ",4.442 ,"57,87 ",1.169 ,"15,23 "
2020-09-24,Ceuta,510 ,6 ,143 ,"168,68 ",79 ,"93,19 ",76 ,"89,65 ",26 ,"30,67 "
2020-09-24,C. Valenciana,37.502 ,105 ,5.746 ,"114,83 ",2.233 ,"44,63 ",2.150 ,"42,97 ",480 ,"9,59 "
2020-09-24,Extremadura,9.563 ,185 ,3.097 ,"290,06 ",1.595 ,"149,39 ",721 ,"67,53 ",247 ,"23,13 "
2020-09-24,Galicia,20.014 ,21 ,3.001 ,"111,17 ",1.428 ,"52,90 ",752 ,"27,86 ",227 ,"8,41 "
2020-09-24,Madrid,210.768 ,1.097 ,49.719 ,"746,15 ",20.512 ,"307,83 ",10.254 ,"153,89 ",1.205 ,"18,08 "
2020-09-24,Melilla,824 ,9 ,277 ,"320,28 ",164 ,"189,62 ",95 ,"109,84 ",18 ,"20,81 "
2020-09-24,Murcia,16.595 ,100 ,5.983 ,"400,50 ",2.723 ,"182,27 ",2.254 ,"150,88 ",577 ,"38,62 "
2020-09-24,Navarra,16.234 ,337 ,4.310 ,"658,81 ",2.287 ,"349,58 ",1.947 ,"297,61 ",550 ,"84,07 "
2020-09-24,País Vasco,42.047 ,481 ,6.403 ,"290,02 ",3.027 ,"137,11 ",71 ,"3,22 ",17 ,"0,77 "
2020-09-24,La Rioja,7.961 ,107 ,1.479 ,"466,86 ",737 ,"232,64 ",563 ,"177,72 ",117 ,"36,93 "
2020-09-25,Andalucía,56.615 ,381 ,13.341 ,"158,55 ",6.282 ,"74,66 ",3.406 ,"40,48 ",846 ,"10,05 "
2020-09-25,Aragón,34.722 ,433 ,5.021 ,"380,58 ",2.418 ,"183,28 ",1.787 ,"135,45 ",380 ,"28,80 "
2020-09-25,Asturias,4.964 ,91 ,1.141 ,"111,56 ",626 ,"61,20 ",90 ,"8,80 ",12 ,"1,17 "
2020-09-25,Baleares,13.309 ,45 ,1.901 ,"165,38 ",808 ,"70,29 ",1.019 ,"88,65 ",271 ,"23,58 "
2020-09-25,Canarias,12.762 ,250 ,2.608 ,"121,11 ",1.253 ,"58,19 ",954 ,"44,30 ",310 ,"14,40 "
2020-09-25,Cantabria,6.568 ,69 ,1.133 ,"194,98 ",447 ,"76,93 ",145 ,"24,95 ",52 ,"8,95 "
2020-09-25,Castilla La Mancha,39.954 ,163 ,8.497 ,"417,98 ",3.772 ,"185,55 ",3.181 ,"156,48 ",702 ,"34,53 "
2020-09-25,Castilla y León,44.353 ,153 ,8.924 ,"371,90 ",4.274 ,"178,12 ",2.827 ,"117,81 ",739 ,"30,80 "
2020-09-25,Cataluña,135.469 ,68 ,11.548 ,"150,46 ",5.117 ,"66,67 ",4.438 ,"57,82 ",1.181 ,"15,39 "
2020-09-25,Ceuta,528 ,17 ,151 ,"178,11 ",86 ,"101,44 ",84 ,"99,08 ",35 ,"41,28 "
2020-09-25,C. Valenciana,38.112 ,89 ,5.609 ,"112,10 ",2.257 ,"45,11 ",2.188 ,"43,73 ",460 ,"9,19 "
2020-09-25,Extremadura,9.890 ,317 ,3.187 ,"298,49 ",1.643 ,"153,88 ",727 ,"68,09 ",252 ,"23,60 "
2020-09-25,Galicia,20.420 ,141 ,3.148 ,"116,61 ",1.540 ,"57,05 ",971 ,"35,97 ",299 ,"11,08 "
2020-09-25,Madrid,213.709 ,1.001 ,48.092 ,"721,73 ",17.797 ,"267,09 ",9.590 ,"143,92 ",1.276 ,"19,15 "
2020-09-25,Melilla,860 ,16 ,284 ,"328,37 ",195 ,"225,47 ",98 ,"113,31 ",27 ,"31,22 "
2020-09-25,Murcia,17.109 ,81 ,6.044 ,"404,58 ",2.583 ,"172,90 ",2.311 ,"154,70 ",634 ,"42,44 "
2020-09-25,Navarra,16.572 ,315 ,4.335 ,"662,63 ",2.343 ,"358,14 ",1.958 ,"299,29 ",561 ,"85,75 "
2020-09-25,País Vasco,42.464 ,357 ,6.218 ,"281,64 ",2.928 ,"132,62 ",80 ,"3,62 ",23 ,"1,04 "
2020-09-25,La Rioja,8.101 ,135 ,1.567 ,"494,64 ",750 ,"236,74 ",580 ,"183,08 ",134 ,"42,30 "
2020-09-28,Andalucía,59.873 ,268 ,13.567 ,"161,24 ",6.230 ,"74,04 ",3.330 ,"39,58 ",848 ,"10,08 "
2020-09-28,Aragón,35.849 ,388 ,4.881 ,"369,97 ",2.406 ,"182,37 ",1.604 ,"121,58 ",391 ,"29,64 "
2020-09-28,Asturias,5.268 ,64 ,1.225 ,"119,77 ",645 ,"63,06 ",57 ,"5,57 ",5 ,"0,49 "
2020-09-28,Baleares,13.619 ,15 ,1.957 ,"170,25 ",752 ,"65,42 ",924 ,"80,39 ",235 ,"20,44 "
2020-09-28,Canarias,13.243 ,151 ,2.359 ,"109,55 ",1.209 ,"56,14 ",997 ,"46,30 ",331 ,"15,37 "
2020-09-28,Cantabria,6.700 ,25 ,917 ,"157,81 ",385 ,"66,26 ",132 ,"22,72 ",38 ,"6,54 "
2020-09-28,Castilla La Mancha,41.527 ,29 ,8.200 ,"403,37 ",3.087 ,"151,85 ",2.868 ,"141,08 ",577 ,"28,38 "
2020-09-28,Castilla y León,46.459 ,36 ,9.221 ,"384,28 ",4.138 ,"172,45 ",2.615 ,"108,98 ",616 ,"25,67 "
2020-09-28,Cataluña,138.652 ,89 ,13.156 ,"171,41 ",5.930 ,"77,26 ",4.495 ,"58,57 ",1.097 ,"14,29 "
2020-09-28,Ceuta,569 ,5 ,155 ,"182,83 ",95 ,"112,06 ",98 ,"115,60 ",38 ,"44,82 "
2020-09-28,C. Valenciana,39.171 ,4 ,5.060 ,"101,12 ",1.866 ,"37,29 ",1.961 ,"39,19 ",326 ,"6,52 "
2020-09-28,Extremadura,10.357 ,99 ,3.082 ,"288,66 ",1.363 ,"127,66 ",697 ,"65,28 ",198 ,"18,54 "
2020-09-28,Galicia,21.017 ,97 ,3.066 ,"113,58 ",1.470 ,"54,45 ",738 ,"27,34 ",211 ,"7,82 "
2020-09-28,Madrid,227.158 ,451 ,51.650 ,"775,13 ",20.457 ,"307,01 ",6.032 ,"90,52 ",709 ,"10,64 "
2020-09-28,Melilla,953 ,31 ,313 ,"361,90 ",210 ,"242,81 ",116 ,"134,12 ",42 ,"48,56 "
2020-09-28,Murcia,18.273 ,10 ,5.847 ,"391,39 ",2.308 ,"154,50 ",2.229 ,"149,21 ",561 ,"37,55 "
2020-09-28,Navarra,17.575 ,258 ,4.470 ,"683,26 ",2.463 ,"376,48 ",1.995 ,"304,95 ",617 ,"94,31 "
2020-09-28,País Vasco,43.668 ,338 ,5.943 ,"269,18 ",2.755 ,"124,79 ",62 ,"2,81 ",13 ,"0,59 "
2020-09-28,La Rioja,8.335 ,67 ,1.422 ,"448,87 ",592 ,"186,87 ",520 ,"164,14 ",126 ,"39,77 "
2020-09-29,Andalucía,61.279 ,234 ,14.285 ,"169,77 ",6.632 ,"78,82 ",3.354 ,"39,86 ",824 ,"9,79 "
2020-09-29,Aragón,36.090 ,222 ,4.888 ,"370,50 ",2.318 ,"175,70 ",1.437 ,"108,92 ",309 ,"23,42 "
2020-09-29,Asturias,5.335 ,67 ,1.240 ,"121,24 ",644 ,"62,96 ",53 ,"5,18 ",4 ,"0,39 "
2020-09-29,Baleares,13.708 ,18 ,1.911 ,"166,25 ",745 ,"64,81 ",836 ,"72,73 ",180 ,"15,66 "
2020-09-29,Canarias,13.321 ,71 ,2.322 ,"107,83 ",1.114 ,"51,73 ",962 ,"44,67 ",292 ,"13,56 "
2020-09-29,Cantabria,6.773 ,73 ,912 ,"156,95 ",407 ,"70,04 ",133 ,"22,89 ",30 ,"5,16 "
2020-09-29,Castilla La Mancha,42.478 ,120 ,8.690 ,"427,48 ",3.613 ,"177,73 ",2.916 ,"143,44 ",586 ,"28,83 "
2020-09-29,Castilla y León,47.305 ,25 ,9.562 ,"398,49 ",4.415 ,"183,99 ",2.685 ,"111,90 ",680 ,"28,34 "
2020-09-29,Cataluña,139.164 ,134 ,12.616 ,"164,37 ",5.316 ,"69,26 ",4.447 ,"57,94 ",1.067 ,"13,90 "
2020-09-29,Ceuta,589 ,17 ,168 ,"198,17 ",104 ,"122,67 ",100 ,"117,96 ",33 ,"38,93 "
2020-09-29,C. Valenciana,40.071 ,57 ,5.399 ,"107,90 ",2.269 ,"45,35 ",2.089 ,"41,75 ",455 ,"9,09 "
2020-09-29,Extremadura,10.496 ,130 ,3.014 ,"282,29 ",1.311 ,"122,79 ",676 ,"63,31 ",181 ,"16,95 "
2020-09-29,Galicia,21.138 ,60 ,3.008 ,"111,43 ",1.371 ,"50,79 ",740 ,"27,41 ",203 ,"7,52 "
2020-09-29,Madrid,230.386 ,640 ,52.288 ,"784,71 ",21.422 ,"321,49 ",5.284 ,"79,30 ",808 ,"12,13 "
2020-09-29,Melilla,964 ,5 ,308 ,"356,12 ",193 ,"223,15 ",110 ,"127,19 ",42 ,"48,56 "
2020-09-29,Murcia,18.712 ,43 ,5.757 ,"385,37 ",2.451 ,"164,07 ",2.148 ,"143,78 ",556 ,"37,22 "
2020-09-29,Navarra,17.908 ,318 ,4.486 ,"685,71 ",2.433 ,"371,90 ",1.920 ,"293,48 ",559 ,"85,45 "
2020-09-29,País Vasco,44.000 ,269 ,5.954 ,"269,68 ",2.739 ,"124,06 ",69 ,"3,13 ",15 ,"0,68 "
2020-09-29,La Rioja,8.455 ,83 ,1.469 ,"463,70 ",681 ,"214,96 ",521 ,"164,46 ",125 ,"39,46 "
2020-09-30,Andalucía,62.421 ,313 ,14.395 ,"171,08 ",6.408 ,"76,16 ",3.335 ,"39,64 ",782 ,"9,29 "
2020-09-30,Aragón,36.409 ,314 ,4.882 ,"370,05 ",2.362 ,"179,04 ",1.299 ,"98,46 ",271 ,"20,54 "
2020-09-30,Asturias,5.401 ,66 ,1.236 ,"120,84 ",629 ,"61,50 ",83 ,"8,11 ",4 ,"0,39 "
2020-09-30,Baleares,13.858 ,45 ,1.817 ,"158,07 ",688 ,"59,85 ",778 ,"67,68 ",174 ,"15,14 "
2020-09-30,Canarias,13.485 ,145 ,2.304 ,"106,99 ",1.120 ,"52,01 ",938 ,"43,56 ",278 ,"12,91 "
2020-09-30,Cantabria,6.806 ,33 ,860 ,"148,00 ",373 ,"64,19 ",121 ,"20,82 ",19 ,"3,27 "
2020-09-30,Castilla La Mancha,43.172 ,86 ,8.589 ,"422,51 ",3.596 ,"176,89 ",2.855 ,"140,44 ",557 ,"27,40 "
2020-09-30,Castilla y León,47.849 ,10 ,9.271 ,"386,36 ",4.227 ,"176,16 ",2.634 ,"109,77 ",591 ,"24,63 "
2020-09-30,Cataluña,140.115 ,162 ,12.129 ,"158,03 ",5.025 ,"65,47 ",4.456 ,"58,06 ",1.065 ,"13,88 "
2020-09-30,Ceuta,601 ,11 ,173 ,"204,06 ",95 ,"112,06 ",101 ,"119,14 ",27 ,"31,85 "
2020-09-30,C. Valenciana,40.686 ,60 ,5.271 ,"105,34 ",2.119 ,"42,35 ",2.087 ,"41,71 ",442 ,"8,83 "
2020-09-30,Extremadura,10.676 ,174 ,2.960 ,"277,23 ",1.278 ,"119,70 ",654 ,"61,25 ",169 ,"15,83 "
2020-09-30,Galicia,21.191 ,10 ,2.809 ,"104,06 ",1.121 ,"41,53 ",722 ,"26,75 ",178 ,"6,59 "
2020-09-30,Madrid,235.196 ,1.586 ,48.979 ,"735,05 ",19.132 ,"287,12 ",5.090 ,"76,39 ",874 ,"13,12 "
2020-09-30,Melilla,999 ,25 ,341 ,"394,28 ",178 ,"205,81 ",131 ,"151,47 ",48 ,"55,50 "
2020-09-30,Murcia,19.207 ,121 ,5.755 ,"385,23 ",2.475 ,"165,67 ",2.156 ,"144,32 ",583 ,"39,03 "
2020-09-30,Navarra,18.175 ,265 ,4.456 ,"681,12 ",2.276 ,"347,90 ",1.886 ,"288,28 ",528 ,"80,71 "
2020-09-30,País Vasco,44.420 ,409 ,5.918 ,"268,05 ",2.748 ,"124,47 ",63 ,"2,85 ",17 ,"0,77 "
2020-09-30,La Rioja,8.521 ,62 ,1.459 ,"460,55 ",659 ,"208,02 ",487 ,"153,73 ",117 ,"36,93 "
2020-10-01,Andalucía,63.766 ,341 ,14.335 ,"170,37 ",6.304 ,"74,92 ",3.265 ,"38,80 ",716 ,"8,51 "
2020-10-01,Aragón,36.704 ,275 ,4.839 ,"366,79 ",2.398 ,"181,76 ",1.755 ,"133,03 ",440 ,"33,35 "
2020-10-01,Asturias,5.512 ,108 ,1.267 ,"123,88 ",640 ,"62,57 ",217 ,"21,22 ",4 ,"0,39 "
2020-10-01,Baleares,14.005 ,41 ,1.684 ,"146,50 ",657 ,"57,16 ",741 ,"64,47 ",184 ,"16,01 "
2020-10-01,Canarias,13.676 ,173 ,2.342 ,"108,76 ",1.159 ,"53,82 ",970 ,"45,05 ",310 ,"14,40 "
2020-10-01,Cantabria,6.850 ,44 ,782 ,"134,58 ",351 ,"60,40 ",115 ,"19,79 ",23 ,"3,96 "
2020-10-01,Castilla La Mancha,43.714 ,83 ,8.303 ,"408,44 ",3.244 ,"159,58 ",2.739 ,"134,74 ",521 ,"25,63 "
2020-10-01,Castilla y León,48.664 ,23 ,9.200 ,"383,41 ",4.026 ,"167,78 ",2.553 ,"106,40 ",541 ,"22,55 "
2020-10-01,Cataluña,140.416 ,50 ,11.114 ,"144,80 ",4.041 ,"52,65 ",4.385 ,"57,13 ",1.023 ,"13,33 "
2020-10-01,Ceuta,623 ,20 ,192 ,"226,48 ",110 ,"129,75 ",115 ,"135,65 ",35 ,"41,28 "
2020-10-01,C. Valenciana,41.248 ,99 ,5.164 ,"103,20 ",2.112 ,"42,21 ",2.123 ,"42,43 ",454 ,"9,07 "
2020-10-01,Extremadura,10.853 ,169 ,2.871 ,"268,89 ",1.263 ,"118,29 ",616 ,"57,69 ",163 ,"15,27 "
2020-10-01,Galicia,21.463 ,184 ,3.001 ,"111,17 ",1.326 ,"49,12 ",647 ,"23,97 ",157 ,"5,82 "
2020-10-01,Madrid,238.423 ,1.206 ,46.371 ,"695,91 ",17.509 ,"262,76 ",4.912 ,"73,72 ",840 ,"12,61 "
2020-10-01,Melilla,1.035 ,19 ,372 ,"430,12 ",190 ,"219,69 ",154 ,"178,06 ",59 ,"68,22 "
2020-10-01,Murcia,19.736 ,180 ,5.820 ,"389,58 ",2.525 ,"169,02 ",2.232 ,"149,41 ",635 ,"42,51 "
2020-10-01,Navarra,18.409 ,223 ,4.461 ,"681,89 ",2.150 ,"328,64 ",1.817 ,"277,74 ",513 ,"78,41 "
2020-10-01,País Vasco,44.878 ,367 ,5.717 ,"258,95 ",2.623 ,"118,81 ",69 ,"3,13 ",18 ,"0,82 "
2020-10-01,La Rioja,8.632 ,110 ,1.403 ,"442,87 ",660 ,"208,33 ",492 ,"155,30 ",129 ,"40,72 "
2020-10-02,Andalucía,65.340 ,334 ,14.592 ,"173,42 ",6.281 ,"74,65 ",3.296 ,"39,17 ",773 ,"9,19 "
2020-10-02,Aragón,37.071 ,359 ,4.774 ,"361,86 ",2.313 ,"175,32 ",1.672 ,"126,73 ",394 ,"29,86 "
2020-10-02,Asturias,5.588 ,75 ,1.250 ,"122,21 ",624 ,"61,01 ",287 ,"28,06 ",20 ,"1,96 "
2020-10-02,Baleares,14.181 ,36 ,1.606 ,"139,72 ",668 ,"58,11 ",726 ,"63,16 ",218 ,"18,97 "
2020-10-02,Canarias,13.880 ,193 ,2.368 ,"109,97 ",1.103 ,"51,22 ",994 ,"46,16 ",336 ,"15,60 "
2020-10-02,Cantabria,6.888 ,38 ,767 ,"132,00 ",320 ,"55,07 ",115 ,"19,79 ",27 ,"4,65 "
2020-10-02,Castilla La Mancha,44.632 ,183 ,8.335 ,"410,01 ",3.387 ,"166,61 ",2.850 ,"140,20 ",632 ,"31,09 "
